time, pressure1, pressure2, pressure3, pressure4, pressure5, button, forceSensor
2020-10-06T14:45:45.0366,1091.3109,1335.3215,1280.3129,1446.8319,991.57855,0,189.0
2020-10-06T14:45:45.0383,1091.2876,1331.6581,1280.3129,1446.9045,991.57855,0,182.0
2020-10-06T14:45:45.0400,1091.2876,1331.6581,1280.205,1446.9045,991.62933,0,182.0
2020-10-06T14:45:45.0416,1091.3516,1331.7606,1280.205,1446.8557,991.62933,0,178.0
2020-10-06T14:45:45.0433,1091.3516,1331.7606,1280.2379,1446.8557,991.5936,0,186.0
2020-10-06T14:45:45.0450,1091.3516,1331.7606,1280.2379,1446.8557,991.5936,0,186.0
2020-10-06T14:45:45.0466,1091.3467,1331.71,1280.2274,1446.7985,991.5936,0,187.0
2020-10-06T14:45:45.0483,1091.3467,1331.71,1280.2274,1446.7985,991.3117,0,183.0
2020-10-06T14:45:45.0501,1091.3756,1331.6117,1280.1616,1446.8837,991.3117,0,183.0
2020-10-06T14:45:45.0516,1091.3756,1331.6117,1280.1616,1446.8837,991.564,0,176.0
2020-10-06T14:45:45.0533,1091.3756,1331.6117,1280.1616,1446.7455,991.564,0,181.0
2020-10-06T14:45:45.0551,1091.0192,1331.662,1280.1311,1446.7455,991.5779,0,181.0
2020-10-06T14:45:45.0566,1091.0192,1331.662,1280.1311,1446.7455,991.5779,0,181.0
2020-10-06T14:45:45.0582,1091.0974,1331.5421,1280.0865,1446.806,991.5847,0,161.0
2020-10-06T14:45:45.0600,1091.0974,1331.5421,1280.0865,1446.806,991.5847,0,161.0
2020-10-06T14:45:45.0616,1091.1349,1331.615,1280.1199,1446.7816,991.5847,0,177.0
2020-10-06T14:45:45.0633,1091.1349,1331.615,1280.1199,1446.7816,991.4979,0,174.0
2020-10-06T14:45:45.0649,1091.1349,1331.615,1280.1199,1446.7816,991.4979,0,174.0
2020-10-06T14:45:45.0666,1090.9883,1331.5271,1280.2814,1446.6915,991.5229,0,172.0
