time, pressure1, pressure2, pressure3, pressure4, pressure5, button, forceSensor
2020-10-06T17:10:19.0527,1036.2864,1238.7706,1294.9404,1360.7778,993.36554,0,901.0
2020-10-06T17:10:19.0543,1036.4746,1238.7706,1294.9404,1359.4725,993.36554,0,899.0
2020-10-06T17:10:19.0561,1036.4746,1238.8049,1294.9404,1359.4725,993.36554,0,898.0
2020-10-06T17:10:19.0577,1036.8593,1238.8049,1294.9872,1360.7808,993.54706,0,898.0
2020-10-06T17:10:19.0593,1036.8593,1238.7642,1294.9872,1360.7808,993.54706,0,888.0
2020-10-06T17:10:19.0610,1037.1609,1238.7642,1294.8451,1360.8439,993.5404,0,890.0
2020-10-06T17:10:19.0627,1037.1609,1238.8959,1294.8451,1360.8439,993.5404,0,890.0
2020-10-06T17:10:19.0645,1037.1609,1238.8959,1294.8179,1360.8439,993.39655,0,888.0
2020-10-06T17:10:19.0661,1037.6467,1238.8959,1294.8179,1361.0021,993.39655,0,887.0
2020-10-06T17:10:19.0677,1037.6467,1238.8492,1294.9338,1361.0021,993.39655,0,887.0
2020-10-06T17:10:19.0693,1037.9901,1238.8492,1294.9338,1360.87,993.42865,0,893.0
2020-10-06T17:10:19.0711,1037.9901,1238.8274,1294.9338,1360.87,993.42865,0,896.0
2020-10-06T17:10:19.0726,1037.9901,1238.8274,1294.7842,1360.87,993.4759,0,896.0
2020-10-06T17:10:19.0745,1038.4692,1239.2327,1294.7842,1360.8138,993.4759,0,900.0
2020-10-06T17:10:19.0761,1038.4692,1239.2327,1294.8164,1360.8138,993.48267,0,899.0
2020-10-06T17:10:19.0776,1038.9003,1239.2327,1294.8164,1360.9658,993.48267,0,899.0
2020-10-06T17:10:19.0793,1038.9003,1238.8904,1294.854,1360.9658,993.49054,0,897.0
2020-10-06T17:10:19.0811,1038.9191,1238.8904,1294.854,1361.0472,993.49054,0,899.0
2020-10-06T17:10:19.0826,1038.9191,1238.8904,1294.854,1361.0472,993.49054,0,899.0
2020-10-06T17:10:19.0844,1038.9191,1238.8268,1294.8958,1361.0472,992.9368,0,898.0
2020-10-06T17:10:19.0861,1038.8263,1238.8268,1294.8958,1360.9673,992.9368,0,903.0
2020-10-06T17:10:19.0877,1038.8263,1238.8595,1294.6588,1360.9673,993.3843,0,898.0
2020-10-06T17:10:19.0893,1038.9749,1238.8595,1294.6588,1361.0719,993.3843,0,898.0
2020-10-06T17:10:19.0910,1038.9749,1238.8073,1294.9202,1361.0719,993.57104,0,900.0
2020-10-06T17:10:19.0927,1038.9749,1238.8073,1294.9202,1361.0719,993.57104,0,904.0
2020-10-06T17:10:19.0943,1039.017,1238.8073,1294.8505,1359.4508,993.56946,0,904.0
2020-10-06T17:10:19.0962,1039.017,1238.854,1294.8505,1359.4508,993.56946,0,898.0
2020-10-06T17:10:19.0977,1038.7947,1238.854,1294.8505,1361.0402,993.56946,0,898.0
2020-10-06T17:10:19.0993,1038.7947,1238.9775,1294.7848,1361.0402,993.4142,0,898.0
2020-10-06T17:10:20.0010,1038.7947,1238.9775,1294.7848,1361.0402,993.4142,0,886.0
2020-10-06T17:10:20.0026,1037.6049,1238.849,1294.867,1361.001,993.36835,0,881.0
2020-10-06T17:10:20.0044,1037.6049,1238.849,1294.867,1361.001,993.36835,0,881.0
2020-10-06T17:10:20.0060,1036.8142,1238.849,1294.7517,1361.0521,993.4236,0,879.0
2020-10-06T17:10:20.0077,1036.8142,1239.2391,1294.7517,1361.0521,993.4236,0,881.0
2020-10-06T17:10:20.0093,1036.72,1239.2391,1294.748,1361.0526,993.4249,0,881.0
