frame	3/pressure	2/pressure	0/pressure	4/pressure	
130	998.5054	998.81335	1000.5048	999.0868	
131	998.52423	998.81335	1000.5048	999.0868	
132	998.52423	998.78864	1000.41174	999.1062	
133	998.52423	998.78864	1000.41174	999.1062	
134	998.5354	998.78864	1000.41174	999.1062	
135	998.5354	998.8078	1000.4939	999.03815	
136	998.6213	998.8078	1000.4939	999.03815	
137	998.6213	998.8078	1000.4939	999.01086	
138	998.54504	998.8078	1000.4322	999.01086	
139	998.54504	998.8078	1000.4322	998.97314	
140	998.54504	998.8078	1000.4322	998.97314	
141	998.6213	998.8103	1000.34937	999.07996	
142	998.6213	998.8103	1000.34937	999.07996	
143	998.54755	998.8103	1000.34937	999.07996	
144	998.54755	998.86743	1000.47864	999.0658	
145	998.54755	998.86743	1000.47864	999.0658	
146	998.5697	998.86743	1000.44434	999.02966	
147	998.5697	998.7703	1000.44434	999.02966	
148	998.6207	998.7703	1000.44434	999.0895	
149	998.6207	998.7703	1000.4809	999.0895	
150	998.59467	998.75555	1000.4809	999.0895	
151	998.59467	998.75555	1000.4809	999.1362	
152	998.60596	998.75555	1000.462	999.1362	
153	998.60596	998.8193	1000.462	998.9789	
154	998.5736	998.8193	1000.462	998.9789	
155	998.5736	998.8193	1000.4313	999.09503	
156	998.5736	998.867	1000.4313	999.09503	
157	998.51685	998.867	1000.4313	999.09503	
158	998.51685	998.867	1000.46674	999.05023	
159	998.56036	998.80804	1000.46674	999.05023	
160	998.56036	998.80804	1000.46674	998.99084	
161	998.52466	998.80804	1000.4179	998.99084	
162	998.52466	998.85486	1000.4179	999.05664	
163	998.52466	998.85486	1000.4179	999.05664	
164	998.5999	998.85486	1000.4416	999.05664	
165	998.5999	998.86896	1000.4416	999.1313	
166	998.60254	998.86896	1000.5055	999.1313	
167	998.60254	998.86896	1000.5055	999.05853	
168	998.5817	998.8902	1000.5055	999.05853	
169	998.5817	998.8902	1000.4042	999.04205	
170	998.5817	998.8902	1000.4042	999.04205	
171	998.54663	998.8122	1000.4042	999.04236	
172	998.54663	998.8122	1000.3574	999.04236	
173	998.5174	998.8122	1000.3574	999.04236	
174	998.5174	998.8016	1000.3574	999.04236	
175	998.60114	998.8016	1000.36743	999.04236	
176	998.60114	998.8016	1000.36743	999.0608	
177	998.59406	998.8703	1000.36743	999.0608	
178	998.59406	998.8703	1000.42456	999.1496	
179	998.59406	998.8703	1000.42456	999.1496	
180	998.51917	998.8703	1000.42456	999.1496	
181	998.51917	998.8521	1000.42456	999.1496	
182	998.5571	998.8521	1000.39795	999.10187	
183	998.5571	998.84705	1000.39795	999.02966	
184	998.4642	998.84705	1000.42523	999.02966	
185	998.4642	998.84705	1000.42523	999.1111	
186	998.60956	998.81335	1000.443	999.1111	
187	998.60956	998.81335	1000.443	999.0317	
188	998.60956	998.81335	1000.443	999.0317	
189	998.64984	998.83246	1000.43634	999.0317	
190	998.64984	998.83246	1000.43634	999.0236	
191	998.5482	998.83246	1000.43634	999.0236	
192	998.5482	998.9011	1000.3914	999.0099	
193	998.6138	998.9011	1000.3914	999.0099	
194	998.6138	998.9011	1000.3914	999.043	
195	998.6138	998.81696	1000.35876	999.043	
196	998.64526	998.81696	1000.35876	999.043	
197	998.64526	998.81696	1000.35876	999.03107	
198	998.6631	998.7795	1000.3857	999.03107	
199	998.6631	998.7795	1000.3857	998.99976	
200	998.50305	998.7795	1000.3857	998.99976	
201	998.50305	998.9033	1000.51587	999.0562	
202	998.50305	998.9033	1000.51587	999.0562	
203	998.5806	998.9033	1000.51587	998.95575	
204	998.5806	998.8732	1000.32855	998.95575	
205	998.585	998.8732	1000.32855	998.95575	
206	998.585	998.8732	1000.44836	999.00073	
207	998.5309	998.874	1000.44836	999.00073	
208	998.5309	998.874	1000.44836	999.0863	
209	998.56213	998.874	1000.4861	999.0863	
210	998.56213	998.7226	1000.4861	999.07874	
211	998.56213	998.7226	1000.4861	999.07874	
212	998.5298	998.7226	1000.3811	999.07874	
213	998.5298	998.6361	1000.3811	999.06244	
214	998.55646	998.6361	1000.3811	999.06244	
215	998.55646	998.6361	1000.3831	999.0841	
216	998.55646	998.7775	1000.3831	999.0841	
217	998.48346	998.7775	1000.3831	999.11096	
218	998.48346	998.7775	1000.46277	999.11096	
219	998.56256	998.9277	1000.46277	999.11096	
220	998.56256	998.9277	1000.46277	999.0323	
221	998.66394	998.9277	1000.4325	999.0323	
222	998.66394	998.8441	1000.4325	998.9991	
223	998.59235	998.8441	1000.4325	998.9991	
224	998.59235	998.8441	1000.48474	998.99976	
225	998.59015	998.8396	1000.48474	998.99976	
226	998.59015	998.8396	1000.4038	999.02466	
227	998.59015	998.8396	1000.4038	999.02466	
228	998.5966	998.89496	1000.4038	999.02466	
229	998.5966	998.89496	1000.47565	999.1169	
230	998.5009	998.89496	1000.47565	999.1169	
231	998.5009	998.94183	1000.47565	999.02563	
232	998.59625	998.94183	1000.4121	999.02563	
233	998.59625	998.94183	1000.4121	999.043	
234	998.59625	998.8428	1000.4121	999.043	
235	998.4902	998.8428	1000.4209	999.043	
236	998.4902	998.8428	1000.4209	998.98566	
237	998.55743	998.8018	1000.4209	998.98566	
238	998.55743	998.8018	1000.4078	999.0614	
239	998.5638	998.8018	1000.4078	999.0614	
240	998.5638	998.76904	1000.4078	999.03094	
241	998.54694	998.76904	1000.4176	999.03094	
242	998.54694	998.76904	1000.4176	999.0773	
243	998.54694	998.793	1000.4176	999.0773	
244	998.5154	998.793	1000.43085	999.0773	
245	998.5154	998.793	1000.43085	999.0174	
246	998.5162	998.8979	1000.38684	999.0174	
247	998.5162	998.8979	1000.38684	999.0447	
248	998.57654	998.8979	1000.38684	999.0447	
249	998.57654	998.89294	1000.40894	999.0756	
250	998.57654	998.89294	1000.40894	999.0756	
251	998.60693	998.89294	1000.40894	999.0756	
252	998.60693	998.8703	1000.43933	998.98566	
253	998.55347	998.8703	1000.43933	998.98566	
254	998.55347	998.8703	1000.43933	999.0092	
255	998.53955	998.8564	1000.44824	999.0092	
256	998.53955	998.8564	1000.44824	999.00824	
257	998.5177	998.8564	1000.44824	999.00824	
258	998.5177	998.8574	1000.4546	998.9843	
259	998.5177	998.8574	1000.4546	998.9843	
260	998.54407	998.8574	1000.4546	998.9843	
261	998.54407	998.8992	1000.5028	999.0783	
262	998.5609	998.8992	1000.5028	999.0783	
263	998.5609	998.83594	1000.5028	999.06226	
264	998.6301	998.83594	1000.4361	999.06226	
265	998.6301	998.83594	1000.4361	999.06226	
266	998.6301	998.83594	1000.4361	999.1067	
267	998.5414	998.8345	1000.3864	999.1067	
268	998.5414	998.8345	1000.3864	999.05695	
269	998.5496	998.854	1000.4486	999.05695	
270	998.5496	998.854	1000.4486	998.9707	
271	998.54236	998.854	1000.4486	998.9707	
272	998.54236	998.854	1000.5192	998.9707	
273	998.54236	998.90765	1000.5192	998.9707	
274	998.48334	998.90765	1000.5192	998.9707	
275	998.48334	998.88403	1000.4046	998.9707	
276	998.6197	998.88403	1000.4046	999.00507	
277	998.6197	998.88403	1000.4046	999.00507	
278	998.5512	998.84094	1000.44965	999.10626	
279	998.5512	998.84094	1000.44965	999.10626	
280	998.5512	998.84094	1000.44965	999.12335	
281	998.4976	998.8685	1000.3884	999.12335	
282	998.4976	998.8685	1000.3884	999.05206	
283	998.6242	998.8685	1000.3884	999.05206	
284	998.6242	998.8142	1000.42194	999.05206	
285	998.423	998.8142	1000.42194	999.0674	
286	998.423	998.8142	1000.4121	999.0674	
287	998.63293	998.8652	1000.4121	999.07874	
288	998.63293	998.8652	1000.4121	999.07874	
289	998.63293	998.8652	1000.4121	999.04156	
290	998.61035	998.76196	1000.4121	999.04156	
291	998.61035	998.76196	1000.4121	999.04156	
292	998.6246	998.76196	1000.4704	998.9925	
293	998.6246	998.89496	1000.4704	998.9925	
294	998.5779	998.89496	1000.4704	999.10364	
295	998.5779	998.89496	1000.446	999.10364	
296	998.5779	998.84357	1000.446	999.0701	
297	998.55	998.84357	1000.446	999.0701	
298	998.55	998.84357	1000.44	999.07495	
299	998.6017	998.74554	1000.44	999.07495	
300	998.6017	998.74554	1000.44	999.07495	
301	998.5617	998.74554	1000.4256	999.0412	
302	998.5617	998.84064	1000.4256	999.0412	
303	998.5617	998.84064	1000.4256	999.04596	
304	998.4954	998.84064	1000.4587	999.04596	
305	998.4954	998.83276	1000.4587	999.1128	
306	998.61444	998.83276	1000.4587	999.1128	
307	998.61444	998.83276	1000.3752	999.1128	
308	998.54315	998.7722	1000.3752	999.0277	
309	998.54315	998.7722	1000.3752	999.0277	
310	998.6183	998.7722	1000.3701	999.0494	
311	998.6183	998.82935	1000.3701	999.0494	
312	998.6183	998.82935	1000.3293	999.05237	
313	998.56036	998.82935	1000.3293	999.05237	
314	998.56036	998.8193	1000.3293	999.0277	
315	998.508	998.8193	1000.4167	999.0277	
316	998.508	998.8193	1000.4167	999.0277	
317	998.46716	998.8108	1000.4167	999.06226	
318	998.46716	998.8108	1000.36127	999.06226	
319	998.46716	998.8108	1000.36127	998.983	
320	998.5522	998.9264	1000.36127	998.983	
321	998.5522	998.9264	1000.39526	999.0461	
322	998.5492	998.9264	1000.39526	999.0461	
323	998.5492	998.90173	1000.39526	999.0461	
324	998.56445	998.90173	1000.3845	998.96466	
325	998.56445	998.90173	1000.3845	998.96466	
326	998.5706	998.8338	1000.3845	999.06177	
327	998.5706	998.8338	1000.4772	999.06177	
328	998.5706	998.8338	1000.4772	998.98816	
329	998.6178	998.82904	1000.4772	998.98816	
330	998.6178	998.82904	1000.4346	998.98816	
331	998.6171	998.82904	1000.4346	999.0692	
332	998.6171	998.88495	1000.48975	999.0692	
333	998.55743	998.88495	1000.48975	999.08655	
334	998.55743	998.88495	1000.48975	999.08655	
335	998.55743	998.89526	1000.43195	999.0937	
336	998.54175	998.89526	1000.43195	999.0937	
337	998.54175	998.89526	1000.43195	999.1121	
338	998.62885	998.8724	1000.35645	999.1121	
339	998.62885	998.8724	1000.35645	999.1121	
340	998.5571	998.8724	1000.35645	999.1076	
341	998.5571	998.88043	1000.4161	999.1076	
342	998.5382	998.88043	1000.4161	999.0099	
343	998.5382	998.88043	1000.4161	999.0099	
344	998.5382	998.82404	1000.47156	999.0733	
345	998.6207	998.82404	1000.47156	999.0733	
346	998.6207	998.82404	1000.47156	999.0733	
347	998.5512	998.85895	1000.37354	999.0678	
348	998.5512	998.85895	1000.37354	999.0678	
349	998.65955	998.85895	1000.37354	999.04535	
350	998.65955	998.89526	1000.43835	999.04535	
351	998.65955	998.89526	1000.43835	998.9742	
352	998.5781	998.89526	1000.44666	998.9742	
353	998.5781	998.8553	1000.44666	999.0277	
354	998.57263	998.8553	1000.44666	999.0277	
355	998.57263	998.8553	1000.3651	999.0277	
356	998.6197	998.8662	1000.3651	999.04456	
357	998.6197	998.8662	1000.3651	999.04456	
358	998.6197	998.8662	1000.42755	999.1022	
359	998.5842	998.8176	1000.42755	999.1022	
360	998.5842	998.8176	1000.42755	999.06714	
361	998.54315	998.8176	1000.3647	999.06714	
362	998.54315	998.83826	1000.3647	999.06714	
363	998.5518	998.83826	1000.3647	999.03955	
364	998.5518	998.83826	1000.3938	999.03955	
365	998.6249	998.9166	1000.3938	999.0146	
366	998.6249	998.9166	1000.3938	999.0146	
367	998.6249	998.9166	1000.44666	999.04456	
368	998.5558	998.8308	1000.44666	999.04456	
369	998.5558	998.8308	1000.44666	999.0628	
370	998.6017	998.8308	1000.4678	999.0628	
371	998.6017	998.9277	1000.4678	999.0628	
372	998.5834	998.9277	1000.4369	999.0235	
373	998.5834	998.9277	1000.4369	999.0235	
374	998.5834	998.8946	1000.4369	999.0638	
375	998.5333	998.8946	1000.4788	999.0638	
376	998.5333	998.8946	1000.4788	999.06714	
377	998.5128	998.8085	1000.4788	999.06714	
378	998.5128	998.8085	1000.39984	999.06714	
379	998.6187	998.8085	1000.39984	999.03296	
380	998.6187	998.86035	1000.39984	999.03296	
381	998.55444	998.86035	1000.3944	999.04205	
382	998.55444	998.86035	1000.3944	999.04205	
383	998.55444	998.7923	1000.3944	999.07434	
384	998.58295	998.7923	1000.43835	999.07434	
385	998.58295	998.7923	1000.43835	999.07434	
386	998.58295	998.94183	1000.43835	999.16534	
387	998.58295	998.94183	1000.4466	999.16534	
388	998.58295	998.94183	1000.4466	999.0795	
389	998.5762	998.8229	1000.4466	999.0795	
390	998.5762	998.8229	1000.37537	999.0777	
391	998.5762	998.8229	1000.37537	999.0777	
392	998.62616	998.89526	1000.37537	999.0059	
393	998.62616	998.89526	1000.43317	999.0059	
394	998.54315	998.89526	1000.43317	999.0059	
395	998.54315	998.7682	1000.31744	999.0512	
396	998.5515	998.7682	1000.31744	999.0512	
397	998.5515	998.7682	1000.31744	999.05145	
398	998.65375	998.80994	1000.47906	999.05145	
399	998.65375	998.80994	1000.47906	999.00116	
400	998.65375	998.80994	1000.47906	999.00116	
401	998.5976	998.85767	1000.43866	999.00116	
402	998.5976	998.85767	1000.43866	999.0603	
403	998.57556	998.851	1000.43866	999.0603	
404	998.57556	998.851	1000.42896	999.07495	
405	998.5934	998.851	1000.42896	999.07495	
406	998.5934	998.83636	1000.42896	998.97284	
407	998.5934	998.83636	1000.33246	998.97284	
408	998.5934	998.83636	1000.33246	998.97284	
409	998.5934	998.83636	1000.33246	998.97284	
410	998.5934	998.83636	1000.33246	998.97284	
411	998.5934	998.83636	1000.33246	998.97284	
412	998.5934	998.83636	1000.33246	998.97284	
413	998.5934	998.83636	1000.33246	998.97284	
414	998.48364	998.8072	1000.3888	998.9789	
415	998.59503	998.86993	1000.571	999.0822	
416	998.59503	998.86993	1000.571	999.0822	
417	998.5473	998.86993	1000.571	999.0822	
418	998.5473	998.84576	1000.4704	999.02264	
419	998.5568	998.84576	1000.4704	999.02264	
420	998.5568	998.84576	1000.4704	999.02264	
421	998.5568	998.84576	1000.4704	999.02264	
422	998.5568	998.84576	1000.4704	999.02264	
423	998.5568	998.84576	1000.4704	999.02264	
424	998.5568	998.84576	1000.4704	999.02264	
425	998.5568	998.84576	1000.4704	999.02264	
426	998.5568	998.84576	1000.4704	999.02264	
427	998.5309	998.80927	1000.4476	998.9304	
428	998.5309	998.80927	1000.4476	998.9304	
429	998.5309	998.80927	1000.4476	998.9304	
430	998.5309	998.80927	1000.4476	998.9304	
431	998.5309	998.96484	1000.37976	999.0073	
432	998.5309	998.96484	1000.37976	999.0073	
433	998.5309	998.96484	1000.37976	999.0073	
434	998.5309	998.96484	1000.37976	999.0073	
435	998.5309	998.96484	1000.37976	999.0073	
436	998.5388	998.86786	1000.458	999.0505	
437	998.5388	998.86786	1000.458	999.0505	
438	998.5388	998.86786	1000.458	999.0505	
439	998.5388	998.86786	1000.458	999.0505	
440	998.5388	998.86786	1000.458	999.0505	
441	998.5388	998.86786	1000.458	999.0505	
442	998.5388	998.86786	1000.458	999.0505	
443	998.5482	998.86786	1000.458	999.0505	
444	998.5717	998.8108	1000.46655	999.0177	
445	998.523	998.7605	1000.46655	999.05786	
446	998.523	998.7605	1000.46655	999.05786	
447	998.46625	998.7605	1000.497	999.05786	
448	998.46625	998.7605	1000.497	999.05786	
449	998.46625	998.7605	1000.497	999.05786	
450	998.46625	998.7605	1000.497	999.05786	
451	998.56616	998.8179	1000.4727	999.11926	
452	998.56616	998.8179	1000.4727	999.0168	
453	998.5779	998.8179	1000.4144	999.0168	
454	998.5779	998.8826	1000.4144	998.9704	
455	998.5779	998.8826	1000.4329	998.9704	
456	998.5936	998.8826	1000.4329	998.9704	
457	998.5936	998.8826	1000.4329	998.9704	
458	998.5936	998.8826	1000.4329	998.9704	
459	998.5936	998.8826	1000.4329	998.9704	
460	998.5936	998.8826	1000.4329	998.9704	
461	998.5936	998.8826	1000.4329	998.9704	
462	998.5936	998.8826	1000.4329	998.9704	
463	998.55597	993.33386	1000.42896	999.0382	
464	998.55597	993.33386	1000.46155	998.99536	
465	998.54083	993.33386	1000.46155	998.99536	
466	998.54083	998.76196	1000.46155	999.05237	
467	998.5594	998.76196	1000.4181	999.05237	
468	998.5594	998.76196	1000.4181	999.05023	
469	998.5594	998.76196	1000.4181	999.05023	
470	998.5594	998.76196	1000.4181	999.05023	
471	998.5594	998.76196	1000.4181	999.05023	
472	998.5594	998.76196	1000.4181	999.05023	
473	998.5594	998.76196	1000.4181	999.05023	
474	998.5594	998.76196	1000.4181	999.05023	
475	998.5594	998.76196	1000.4181	999.05023	
476	998.49866	998.8515	1000.5154	999.03107	
477	998.49866	998.8515	1000.5154	998.9649	
478	998.49866	998.8742	1000.446	998.9649	
479	998.5615	998.8742	1000.446	998.9649	
480	998.5615	998.8742	1000.446	999.0664	
481	998.5615	998.8742	1000.446	999.0664	
482	998.5615	998.8742	1000.446	999.0664	
483	998.5615	998.8742	1000.446	999.0664	
484	998.5615	998.8742	1000.446	999.0664	
485	998.5615	998.8742	1000.446	999.0664	
486	998.5615	998.8742	1000.446	999.0664	
487	998.5717	998.86914	1000.33386	999.0715	
488	998.5551	998.86914	1000.33386	999.0715	
489	998.5551	998.86914	1000.33386	998.98596	
490	998.54114	998.84827	1000.3857	998.98596	
491	998.54114	998.84827	1000.3857	999.0277	
492	998.5414	998.84827	1000.3857	999.0277	
493	998.5414	998.8361	1000.4405	999.0277	
494	998.5414	998.8361	1000.4405	999.0277	
495	998.5414	998.8361	1000.4405	999.0277	
496	998.5414	998.8361	1000.4405	999.0277	
497	998.5414	998.8361	1000.4405	999.0277	
498	998.5414	998.8361	1000.4405	999.0277	
499	998.5414	998.8361	1000.4405	999.0277	
500	998.60547	998.851	1000.43567	998.99567	
501	998.60547	998.851	1000.40784	998.99567	
502	998.63403	998.83905	1000.40784	998.9915	
503	998.63403	998.83905	1000.40784	998.9915	
504	998.5482	998.83905	1000.41187	998.9915	
505	998.5482	998.83905	1000.41187	998.9973	
506	998.5482	998.83905	1000.41187	998.9973	
507	998.5482	998.83905	1000.41187	998.9973	
508	998.5482	998.83905	1000.41187	998.9973	
509	998.5482	998.83905	1000.41187	998.9973	
510	998.5482	998.83905	1000.41187	998.9973	
511	998.5482	998.83905	1000.41187	998.9973	
512	998.5905	998.81573	1000.39557	999.0238	
513	998.5635	998.81573	1000.4035	999.0238	
514	998.5635	998.8528	1000.4035	998.9929	
515	998.5415	998.8528	1000.4133	998.9929	
516	998.5415	998.8528	1000.4133	999.0263	
517	998.5415	998.8277	1000.4133	999.0263	
518	998.5437	998.8277	1000.4133	999.0263	
519	998.5437	998.8277	1000.4133	999.0263	
520	998.5437	998.8277	1000.4133	999.0263	
521	998.5437	998.8277	1000.4133	999.0263	
522	998.5437	998.8277	1000.4133	999.0263	
523	998.5437	998.8277	1000.4133	999.0263	
524	998.5437	998.8277	1000.4133	999.0263	
525	998.5859	998.76605	1000.47797	999.05457	
526	998.5859	998.8021	1000.47797	999.04706	
527	998.54706	998.8021	1000.3687	999.04706	
528	998.54706	998.8021	1000.3687	999.06805	
529	998.5558	998.72064	1000.3687	999.06805	
530	998.5558	998.72064	1000.3687	999.06805	
531	998.5558	998.72064	1000.3687	999.06805	
532	998.5558	998.72064	1000.3687	999.06805	
533	998.5558	998.72064	1000.3687	999.06805	
534	998.5558	998.72064	1000.3687	999.06805	
535	998.5558	998.72064	1000.3687	999.06805	
536	998.5694	998.7273	1000.42883	999.0549	
537	998.5694	998.7273	1000.42883	998.8972	
538	998.558	998.7729	1000.48114	998.8972	
539	998.558	998.7729	1000.48114	999.0603	
540	998.558	998.7729	1000.48114	999.0603	
541	998.5298	998.79346	1000.4684	999.0603	
542	998.5298	998.79346	1000.4684	999.0073	
543	998.49896	998.79346	1000.4684	999.0073	
544	998.49896	998.8481	1000.434	999.0062	
545	998.5492	998.8481	1000.434	999.0062	
546	998.5492	998.8481	1000.434	999.03723	
547	998.5492	998.7853	1000.3873	999.03723	
548	998.57556	998.7853	1000.3873	999.06177	
549	998.57556	998.7853	1000.3873	999.06177	
550	998.6284	998.79266	1000.3757	999.06177	
551	998.6284	998.79266	1000.3757	999.06177	
552	998.6265	998.79266	1000.3757	999.06177	
553	998.6265	998.7827	1000.43024	999.0188	
554	998.6138	998.7827	1000.43024	999.0188	
555	998.6138	998.7827	1000.38184	998.9845	
556	998.6138	998.7601	1000.38184	998.9845	
557	998.5628	998.7601	1000.38184	998.9845	
558	998.5628	998.7601	1000.41174	999.0378	
559	998.58386	998.8189	1000.41174	999.0378	
560	998.58386	998.8189	1000.41174	998.94775	
561	998.58936	998.8189	1000.42194	998.94775	
562	998.58936	998.8423	1000.42194	999.0195	
563	998.58936	998.8423	1000.42194	999.0195	
564	998.5185	998.8423	1000.4393	999.058	
565	998.5185	998.70215	1000.4393	999.058	
566	998.529	998.70215	1000.4393	999.058	
567	998.529	998.70215	1000.473	999.0766	
568	998.61633	998.8596	1000.473	999.0766	
569	998.61633	998.8596	1000.473	999.0171	
570	998.6306	998.8596	1000.4236	999.0171	
571	998.6306	998.79755	1000.4236	999.0253	
572	998.6306	998.79755	1000.4236	999.0253	
573	998.4784	998.79755	1000.425	999.0253	
574	998.4784	998.7853	1000.425	999.0253	
575	998.52594	998.7853	1000.425	999.0253	
576	998.52594	998.7853	1000.39624	999.0253	
577	998.47925	998.81287	1000.39624	999.03436	
578	998.47925	998.81287	1000.4279	999.03436	
579	998.47925	998.81287	1000.4279	999.09955	
580	998.5253	998.7959	1000.4279	999.09955	
581	998.5253	998.7959	1000.45166	999.0261	
582	998.46674	998.7959	1000.45166	999.0261	
583	998.46674	998.82086	1000.45166	999.0261	
584	998.577	998.82086	1000.40985	999.0191	
585	998.577	998.82086	1000.40985	999.0191	
