frame	3/pressure	2/pressure	0/pressure	4/pressure	
4747	998.4878	998.7633	1000.2799	998.87476	
4748	998.4878	998.7633	1000.37286	998.9494	
4749	998.42267	998.71063	1000.37286	998.9494	
4750	998.42267	998.71063	1000.37286	998.9929	
4751	998.42267	998.71063	1000.36346	998.9929	
4752	998.348	998.71063	1000.36346	998.9929	
4753	998.348	998.70374	1000.35974	998.9265	
4754	998.45483	998.70374	1000.35974	998.9265	
4755	998.45483	998.69275	1000.35974	998.96094	
4756	998.4217	998.69275	1000.30554	998.96094	
4757	998.4217	998.69275	1000.30554	998.9541	
4758	998.4217	998.7171	1000.30554	998.9541	
4759	998.4286	998.7171	1000.3514	998.9541	
4760	998.4286	998.7171	1000.3514	998.7977	
4761	998.55054	998.72424	1000.3514	998.7977	
4762	998.55054	998.72424	1000.3316	998.95	
4763	998.4363	998.72424	1000.3316	998.95	
4764	998.4363	998.7212	1000.3316	998.9445	
4765	998.4363	998.7212	1000.34906	998.9445	
4766	998.4019	998.7212	1000.34906	998.9445	
4767	998.4019	998.69794	1000.34906	998.89276	
4768	998.48315	998.69794	1000.3245	998.89276	
4769	998.48315	998.69794	1000.3245	998.76855	
4770	998.38794	998.7212	1000.3245	998.76855	
4771	998.38794	998.7212	1000.28613	998.8465	
4772	998.5181	998.7212	1000.28613	998.8465	
4773	998.5181	998.7019	1000.28613	998.8877	
4774	998.5181	998.7019	1000.3372	998.8877	
4775	998.48285	998.7019	1000.3372	998.8877	
4776	998.48285	998.7218	1000.3266	998.8546	
4777	998.45197	998.7218	1000.3266	998.8546	
4778	998.45197	998.7218	1000.3266	998.9076	
4779	998.4665	998.84296	1000.36536	998.9076	
4780	998.4665	998.84296	1000.36536	998.91724	
4781	998.41754	998.84296	1000.36536	998.91724	
4782	998.41754	998.7067	1000.3527	998.91724	
4783	998.41754	998.7067	1000.3527	998.9399	
4784	998.49896	998.7067	1000.3527	998.9399	
4785	998.49896	998.7505	1000.2678	998.93256	
4786	998.54083	998.7505	1000.2678	998.93256	
4787	998.54083	998.7505	1000.2678	998.9037	
4788	998.4786	998.7943	1000.33453	998.9037	
4789	998.4786	998.7943	1000.33453	998.91626	
4790	998.4786	998.7943	1000.33453	998.91626	
4791	998.4661	998.77374	1000.23206	998.91626	
4792	998.4661	998.77374	1000.23206	998.91626	
4793	998.54767	998.77374	1000.23206	998.91626	
4794	998.54767	998.68866	1000.23206	998.91626	
4795	998.4274	998.68866	1000.23206	998.91846	
4796	998.4274	998.68866	1000.23206	998.91846	
4797	998.4274	998.6617	1000.30597	998.9327	
4798	998.40674	998.6617	1000.30597	998.9327	
4799	998.40674	998.6617	1000.31256	998.9327	
4800	998.508	998.688	1000.31256	998.9962	
4801	998.508	998.688	1000.31256	998.9962	
4802	998.4314	998.688	1000.26373	998.9455	
4803	998.4314	998.7044	1000.26373	998.9455	
4804	998.53345	998.7044	1000.26373	998.86176	
4805	998.53345	998.7044	1000.2978	998.86176	
4806	998.53345	998.6725	1000.2978	998.86176	
4807	998.4813	998.6725	1000.2978	998.9905	
4808	998.4813	998.6725	1000.1845	998.9905	
4809	998.4878	998.63385	1000.1845	998.92926	
4810	998.4878	998.63385	1000.1845	998.92926	
4811	998.4181	998.63385	1000.2779	998.86884	
4812	998.4181	998.6751	1000.2779	998.86884	
4813	998.4181	998.6751	1000.2779	998.9399	
4814	998.47296	998.6751	1000.3556	998.9399	
4815	998.47296	998.63586	1000.3556	998.9399	
4816	998.53	998.63586	1000.3556	998.95197	
4817	998.53	998.63586	1000.3774	998.95197	
4818	998.48956	998.6407	1000.3774	998.9238	
4819	998.48956	998.6407	1000.3774	998.9238	
4820	998.48956	998.6407	1000.24365	998.9309	
4821	998.5745	998.6589	1000.24365	998.9309	
4822	998.5745	998.6589	1000.3391	998.9309	
4823	998.49866	998.6589	1000.3391	998.8729	
4824	998.49866	998.6476	1000.3391	998.8729	
4825	998.42267	998.6476	1000.3162	998.89185	
4826	998.42267	998.6476	1000.3162	998.89185	
4827	998.44507	998.57306	1000.3162	998.8738	
4828	998.44507	998.57306	1000.25714	998.8738	
4829	998.44507	998.57306	1000.25714	998.86945	
4830	998.44415	998.71356	1000.25714	998.86945	
4831	998.44415	998.71356	1000.29803	998.86945	
4832	998.61896	998.71356	1000.29803	998.85986	
4833	998.61896	998.6916	1000.29803	998.85986	
4834	998.52686	998.6916	1000.2797	998.8049	
4835	998.52686	998.6916	1000.2797	998.8049	
4836	998.57745	998.70734	1000.2797	998.93567	
4837	998.57745	998.70734	1000.30255	998.93567	
4838	998.57745	998.70734	1000.30255	998.93567	
4839	998.4201	998.58673	1000.30255	998.8929	
4840	998.4201	998.58673	1000.2675	998.8929	
4841	998.4642	998.58673	1000.2675	998.8839	
4842	998.4642	998.6391	1000.2983	998.8839	
4843	998.4642	998.6391	1000.2983	998.8416	
4844	998.53723	998.6391	1000.2983	998.8416	
4845	998.53723	998.68744	1000.2953	998.8416	
4846	998.4441	998.68744	1000.2953	998.8317	
4847	998.4441	998.68744	1000.2953	998.8317	
4848	998.5	998.6314	1000.26715	999.0024	
4849	998.5	998.6314	1000.26715	999.0024	
4850	998.4705	998.6314	1000.26715	998.9241	
4851	998.4705	998.6624	1000.28485	998.9241	
4852	998.4705	998.6624	1000.28485	998.9241	
4853	998.4747	998.6624	1000.28485	998.8615	
4854	998.4747	998.6207	1000.27545	998.8615	
4855	998.51056	998.6207	1000.27545	998.94653	
4856	998.51056	998.6207	1000.27545	998.94653	
4857	998.5009	998.70856	1000.3206	998.9357	
4858	998.5009	998.70856	1000.3206	998.9357	
4859	998.5009	998.70856	1000.3206	999.02014	
4860	998.4603	998.71936	1000.25323	999.02014	
4861	998.4603	998.71936	1000.25323	999.02014	
4862	998.5594	998.71936	1000.2724	999.0457	
4863	998.5594	998.733	1000.2724	999.0457	
4864	998.49023	998.733	1000.2724	998.91327	
4865	998.49023	998.733	1000.267	998.91327	
4866	998.4389	998.6349	1000.267	998.9404	
4867	998.4389	998.6349	1000.267	998.9404	
4868	998.4389	998.6349	1000.2261	998.9404	
4869	998.45715	998.65625	1000.2261	999.02216	
4870	998.45715	998.65625	1000.2261	999.02216	
4871	998.54504	998.65625	1000.3103	998.932	
4872	998.54504	998.69275	1000.3103	998.932	
4873	998.5934	998.69275	1000.3103	999.029	
4874	998.5934	998.6679	1000.2424	999.029	
4875	998.5934	998.6679	1000.2424	999.029	
4876	998.5842	998.6679	1000.2424	998.9368	
4877	998.5842	998.56604	1000.25586	998.9368	
4878	998.53955	998.56604	1000.25586	998.9076	
4879	998.53955	998.56604	1000.25586	998.9076	
4880	998.5162	998.69324	1000.321	999.0398	
4881	998.5162	998.69324	1000.321	999.0398	
4882	998.4588	998.69324	1000.3767	998.9108	
4883	998.4588	998.6834	1000.3767	998.9108	
4884	998.4588	998.6834	1000.3767	998.9108	
4885	998.5402	998.6834	1000.3183	998.8975	
4886	998.5402	998.6686	1000.3183	998.8975	
4887	998.4866	998.6686	1000.3183	998.9399	
4888	998.4866	998.6686	1000.23364	998.9399	
4889	998.5444	998.617	1000.23364	998.9455	
4890	998.5444	998.617	1000.23364	998.9455	
4891	998.5444	998.617	1000.27905	998.9455	
4892	998.45935	998.7567	1000.27905	998.90076	
4893	998.45935	998.7567	1000.27905	998.90076	
4894	998.5309	998.7567	1000.319	999.0498	
4895	998.5309	998.66077	1000.319	999.0498	
4896	998.448	998.66077	1000.319	999.02014	
4897	998.448	998.66077	1000.2848	999.02014	
4898	998.4601	998.6679	1000.2848	998.9714	
4899	998.4601	998.6679	1000.2848	998.9714	
4900	998.4601	998.6679	1000.28424	998.9714	
4901	998.45056	998.6058	1000.28424	998.949	
4902	998.45056	998.6058	1000.3379	998.949	
4903	998.58936	998.6058	1000.3379	998.9878	
4904	998.58936	998.6896	1000.3379	998.9878	
4905	998.58936	998.6896	1000.2578	998.90643	
4906	998.58936	998.6896	1000.2578	998.90643	
4907	998.58936	998.68835	1000.2578	998.90643	
4908	998.4964	998.68835	1000.25586	998.8594	
4909	998.4964	998.68835	1000.25586	998.8594	
4910	998.4964	998.67926	1000.25586	998.9651	
4911	998.42	998.67926	1000.37103	998.9651	
4912	998.42	998.67926	1000.37103	998.8816	
4913	998.5217	998.69635	1000.37103	998.8816	
4914	998.5217	998.69635	1000.3295	998.8816	
4915	998.4461	998.69635	1000.3295	998.92487	
4916	998.4461	998.7015	1000.3295	998.92487	
4917	998.4461	998.7015	1000.2263	998.8913	
4918	998.4323	998.7015	1000.2263	998.8913	
4919	998.4323	998.68616	1000.2263	998.89813	
4920	998.59467	998.68616	1000.32764	998.89813	
4921	998.59467	998.68616	1000.32764	998.98816	
4922	998.43524	998.7676	1000.32764	998.98816	
4923	998.43524	998.7676	1000.346	998.98816	
4924	998.43524	998.7676	1000.346	998.99585	
4925	998.45734	998.74365	1000.3898	998.99585	
4926	998.45734	998.74365	1000.3898	999.00555	
4927	998.4461	998.74365	1000.3898	999.00555	
4928	998.4461	998.6523	1000.3677	998.9569	
4929	998.4461	998.6523	1000.3677	998.9569	
4930	998.4461	998.6523	1000.3677	998.9569	
4931	998.5256	998.7549	1000.22003	998.9738	
4932	998.50055	998.7549	1000.22003	998.9738	
4933	998.50055	998.7549	1000.22003	998.9414	
4934	998.4376	998.7273	1000.3404	998.9414	
4935	998.4376	998.7273	1000.3404	998.96155	
4936	998.4083	998.7273	1000.3404	998.96155	
4937	998.4083	998.69	1000.4186	998.921	
4938	998.47754	998.69	1000.4186	998.921	
4939	998.47754	998.69	1000.4186	998.921	
4940	998.47754	998.7322	1000.2855	998.9238	
4941	998.5128	998.7322	1000.2855	998.9238	
4942	998.5128	998.7322	1000.3336	998.93835	
4943	998.4039	998.7209	1000.3336	998.93835	
4944	998.4039	998.7209	1000.3336	998.96094	
4945	998.40967	998.7209	1000.2825	998.96094	
4946	998.40967	998.7024	1000.2825	998.96094	
4947	998.40967	998.7024	1000.2825	998.9313	
4948	998.4558	998.7024	1000.3042	998.9313	
4949	998.4558	998.61334	1000.3042	998.9234	
4950	998.4638	998.61334	1000.3042	998.9234	
4951	998.4638	998.61334	1000.3674	999.0146	
4952	998.5813	998.6152	1000.3674	999.0146	
4953	998.5813	998.6152	1000.3674	999.0146	
4954	998.4918	998.6152	1000.2592	999.03925	
4955	998.4918	998.6152	1000.2592	999.03925	
4956	998.4918	998.6152	1000.2592	998.906	
4957	998.4747	998.6152	1000.3741	998.906	
4958	998.4747	998.6977	1000.3741	998.91626	
4959	998.38916	998.6977	1000.3741	998.91626	
4960	998.38916	998.6977	1000.33453	998.9738	
4961	998.4908	998.6138	1000.33453	998.9738	
4962	998.4908	998.6138	1000.3147	998.9738	
4963	998.4908	998.6138	1000.3147	998.91315	
4964	998.48474	998.6293	1000.3147	998.91315	
4965	998.48474	998.6293	1000.30786	998.9096	
4966	998.4578	998.6293	1000.30786	998.9096	
4967	998.4578	998.6293	1000.30786	998.9096	
4968	998.451	998.648	1000.24176	998.89343	
4969	998.451	998.648	1000.24176	998.89343	
4970	998.451	998.7248	1000.24176	998.907	
4971	998.46674	998.7248	1000.2184	998.907	
4972	998.46674	998.7248	1000.2184	998.93567	
4973	998.5349	998.68085	1000.2184	998.93567	
4974	998.5349	998.68085	1000.31195	998.9274	
4975	998.5354	998.68085	1000.31195	998.9274	
4976	998.5354	998.65015	1000.31195	998.9122	
4977	998.4736	998.65015	1000.237	998.9122	
4978	998.4736	998.65015	1000.237	998.9122	
4979	998.4736	998.6934	1000.237	998.94617	
4980	998.49896	998.6934	1000.30096	998.94617	
4981	998.49896	998.6934	1000.30096	999.0253	
4982	998.43787	998.6533	1000.30096	999.0253	
4983	998.43787	998.6533	1000.3835	999.0569	
4984	998.50305	998.6533	1000.3835	999.0569	
4985	998.50305	998.7083	1000.367	999.0569	
4986	998.50305	998.7083	1000.367	998.99316	
4987	998.40594	998.7083	1000.367	998.99316	
4988	998.40594	998.58997	1000.38586	999.0284	
4989	998.4282	998.58997	1000.38586	999.0284	
4990	998.4282	998.58997	1000.38586	998.91925	
4991	998.42	998.698	1000.2818	998.91925	
4992	998.42	998.698	1000.2818	998.91925	
4993	998.42	998.698	1000.2818	998.88403	
4994	998.31665	998.73615	1000.3581	998.88403	
4995	998.31665	998.73615	1000.3581	998.93024	
4996	998.388	998.73615	1000.3581	998.93024	
4997	998.388	998.6812	1000.2832	999.0049	
4998	998.4409	998.6812	1000.2832	999.0049	
4999	998.4409	998.6812	1000.2832	998.9724	
5000	998.4289	998.69244	1000.3352	998.9724	
5001	998.4289	998.69244	1000.3352	998.9724	
5002	998.4289	998.69244	1000.3095	999.0391	
5003	998.52625	998.7006	1000.3095	999.0391	
5004	998.52625	998.7006	1000.3095	999.0059	
5005	998.4941	998.7006	1000.28656	999.0059	
5006	998.4941	998.6449	1000.28656	998.9231	
5007	998.38763	998.6449	1000.28656	998.9231	
5008	998.38763	998.6449	1000.3303	998.9231	
5009	998.38763	998.67303	1000.3303	999.00574	
5010	998.49774	998.67303	1000.3303	999.00574	
5011	998.49774	998.67303	1000.36346	998.9234	
5012	998.4132	998.7797	1000.36346	998.9234	
5013	998.4132	998.7797	1000.36346	998.995	
5014	998.45667	998.7797	1000.3218	998.995	
5015	998.45667	998.71576	1000.3218	998.9806	
5016	998.4825	998.71576	1000.3218	998.9806	
5017	998.4825	998.71576	1000.35236	998.9806	
5018	998.4825	998.70374	1000.35236	998.9886	
5019	998.5025	998.70374	1000.35236	998.9886	
5020	998.5025	998.70374	1000.3297	998.9765	
5021	998.46423	998.69824	1000.3297	998.9765	
5022	998.46423	998.69824	1000.3297	999.0007	
5023	998.4701	998.69824	1000.3303	999.0007	
5024	998.4701	998.6766	1000.3303	999.0007	
5025	998.4701	998.6766	1000.3651	998.97833	
5026	998.4496	998.6766	1000.3651	998.97833	
5027	998.4496	998.6989	1000.3651	998.99384	
5028	998.4693	998.6989	1000.36005	998.99384	
5029	998.4693	998.6989	1000.36005	998.9375	
5030	998.4409	998.693	1000.36005	998.9375	
5031	998.4409	998.693	1000.4574	998.9375	
5032	998.49603	998.693	1000.4574	998.9786	
5033	998.49603	998.8112	1000.4574	998.9786	
5034	998.49603	998.8112	1000.3802	998.9765	
5035	998.4119	998.8112	1000.3802	998.9765	
5036	998.4119	998.78754	1000.3802	998.982	
5037	998.4484	998.78754	1000.33826	998.982	
5038	998.4484	998.78754	1000.33826	999.0167	
5039	998.4854	998.7241	1000.33826	999.0167	
5040	998.4854	998.7241	1000.2953	999.0167	
5041	998.4854	998.7241	1000.2953	999.0014	
5042	998.4971	998.7923	1000.2953	999.0014	
5043	998.4971	998.7923	1000.3437	998.97107	
5044	998.4291	998.7923	1000.3437	998.97107	
5045	998.4291	998.7831	1000.44727	998.9735	
5046	998.4291	998.7831	1000.44727	998.9735	
5047	998.4795	998.7831	1000.44727	998.9735	
5048	998.4795	998.76624	1000.41315	998.9962	
5049	998.41693	998.76624	1000.41315	998.9962	
5050	998.41693	998.76624	1000.41315	998.964	
5051	998.42145	998.7396	1000.3135	998.964	
5052	998.42145	998.7396	1000.3135	998.9346	
5053	998.458	998.7396	1000.3135	998.9346	
5054	998.458	998.70984	1000.4382	998.908	
5055	998.5099	998.70984	1000.4382	998.908	
5056	998.5099	998.70984	1000.4382	998.908	
5057	998.5099	998.73584	1000.4012	998.909	
5058	998.4266	998.73584	1000.4012	998.909	
5059	998.4266	998.73584	1000.4012	998.93665	
5060	998.5349	998.6811	1000.3451	998.93665	
5061	998.5349	998.6811	1000.3451	998.98334	
5062	998.4723	998.6811	1000.3451	998.98334	
5063	998.4723	998.72424	1000.3224	998.98334	
5064	998.49774	998.72424	1000.3224	999.027	
5065	998.49774	998.72424	1000.2697	999.027	
5066	998.49774	998.6321	1000.2697	998.949	
5067	998.4555	998.6321	1000.2697	998.949	
5068	998.4555	998.6321	1000.3224	999.00116	
5069	998.5309	998.7388	1000.3224	999.00116	
5070	998.5309	998.7388	1000.3224	999.00116	
5071	998.4019	998.7388	1000.3694	998.9241	
5072	998.4019	998.6569	1000.3694	998.9241	
5073	998.4019	998.6569	1000.3694	998.935	
5074	998.5058	998.6569	1000.39935	998.935	
5075	998.5058	998.71796	1000.39935	998.96594	
5076	998.54504	998.71796	1000.39935	998.96594	
5077	998.54504	998.71796	1000.31635	998.949	
5078	998.5058	998.648	1000.31635	998.949	
5079	998.5058	998.648	1000.31635	998.949	
5080	998.5058	998.648	1000.3208	998.9428	
5081	998.49567	998.7811	1000.3208	998.9428	
5082	998.49567	998.7811	1000.3208	999.05493	
5083	998.48474	998.6258	1000.37854	999.05493	
5084	998.48474	998.6258	1000.37854	999.027	
5085	998.4859	998.6258	1000.35394	999.027	
5086	998.4859	998.6258	1000.35394	999.027	
5087	998.51605	998.69727	1000.35394	998.96655	
5088	998.51605	998.69727	1000.33746	998.96655	
5089	998.51605	998.6591	1000.33746	998.9708	
5090	998.5065	998.6591	1000.33746	998.9708	
5091	998.5065	998.6591	1000.2811	999.00006	
5092	998.54596	998.7149	1000.2811	999.00006	
5093	998.54596	998.7149	1000.2811	999.00006	
5094	998.41425	998.7149	1000.2811	999.00006	
5095	998.41425	998.66565	1000.2811	999.00006	
5096	998.41425	998.66565	1000.2811	999.00006	
5097	998.48926	998.66565	1000.3193	998.9606	
5098	998.48926	998.66876	1000.3193	998.9606	
5099	998.47107	998.66876	1000.3193	998.8274	
5100	998.47107	998.66876	1000.3149	998.8274	
5101	998.4854	998.6868	1000.3149	999.0078	
5102	998.4854	998.6868	1000.3149	999.0078	
5103	998.4854	998.6868	1000.3898	999.0078	
5104	998.4941	998.6227	1000.3898	998.91315	
5105	998.4941	998.6227	1000.3898	998.91315	
5106	998.5197	998.6227	1000.2825	999.01025	
5107	998.5197	998.6325	1000.2825	999.01025	
5108	998.43384	998.6325	1000.2825	998.9971	
5109	998.43384	998.6325	1000.35126	998.9971	
5110	998.5706	998.66077	1000.35126	998.9971	
5111	998.5706	998.66077	1000.4144	998.93884	
5112	998.5706	998.66077	1000.4144	998.93884	
5113	998.45667	998.68866	1000.4144	998.9678	
5114	998.45667	998.68866	1000.3022	998.9678	
5115	998.5075	998.68866	1000.3022	998.99084	
5116	998.5075	998.7637	1000.3022	998.99084	
5117	998.5364	998.7637	1000.3142	998.9738	
5118	998.5364	998.7637	1000.3142	998.9738	
5119	998.5364	998.67535	1000.3142	998.9738	
5120	998.4172	998.67535	1000.3535	998.94885	
5121	998.4172	998.67535	1000.3535	998.94885	
5122	998.49506	998.63104	1000.3535	998.92883	
5123	998.49506	998.63104	1000.32806	998.92883	
5124	998.43677	998.63104	1000.32806	998.93066	
5125	998.43677	998.6321	1000.32806	998.93066	
5126	998.4165	998.6321	1000.438	998.95044	
5127	998.4165	998.6321	1000.438	998.95044	
5128	998.4165	998.6898	1000.438	998.95044	
5129	998.5609	998.6898	1000.361	998.95374	
5130	998.5609	998.6898	1000.361	998.95374	
5131	998.4884	998.66187	1000.4551	998.94867	
5132	998.4884	998.66187	1000.4551	998.94867	
5133	998.4872	998.66187	1000.4551	999.05286	
5134	998.4872	998.68634	1000.25366	999.05286	
5135	998.4872	998.68634	1000.25366	999.05286	
5136	998.52264	998.68634	1000.25366	998.9734	
5137	998.52264	998.695	1000.4259	998.9734	
5138	998.45197	998.695	1000.4259	998.9592	
5139	998.45197	998.695	1000.4259	998.9592	
5140	998.4638	998.65424	1000.3741	998.9436	
5141	998.4638	998.65424	1000.3741	998.9436	
5142	998.4603	998.65424	1000.3741	998.9436	
5143	998.4603	998.6368	1000.31256	998.98883	
5144	998.4603	998.6368	1000.31256	998.98883	
5145	998.49347	998.6368	1000.31256	999.0131	
5146	998.49347	998.5912	1000.37244	999.0131	
5147	998.54706	998.5912	1000.37244	998.90533	
5148	998.54706	998.5912	1000.37244	998.90533	
5149	998.476	998.6127	1000.3944	998.90204	
5150	998.476	998.6127	1000.3944	998.90204	
5151	998.476	998.6127	1000.2875	998.90204	
5152	998.52264	998.6977	1000.2875	998.92694	
5153	998.52264	998.6977	1000.2875	998.92694	
5154	998.5054	998.6977	1000.3537	998.9414	
5155	998.5054	998.7071	1000.3537	998.9414	
5156	998.48346	998.7071	1000.3537	999.0286	
5157	998.48346	998.7071	1000.3136	999.0286	
5158	998.48346	998.70807	1000.3136	999.0286	
5159	998.5065	998.70807	1000.3136	998.93915	
5160	998.5065	998.70807	1000.2938	998.93915	
5161	998.4314	998.70123	1000.2938	998.8546	
5162	998.4314	998.70123	1000.2938	998.8546	
5163	998.5415	998.70123	1000.37616	998.9309	
5164	998.5415	998.70026	1000.37616	998.9309	
5165	998.5075	998.70026	1000.37616	998.9309	
5166	998.5075	998.70026	1000.2809	998.9051	
5167	998.5075	998.68085	1000.2809	998.9051	
5168	998.45325	998.68085	1000.2809	998.8445	
5169	998.45325	998.68085	1000.4044	998.8445	
5170	998.4886	998.6637	1000.4044	998.94385	
5171	998.4886	998.6637	1000.34564	998.94385	
5172	998.4736	998.6637	1000.34564	999.0185	
5173	998.4736	998.65045	1000.34564	999.0185	
5174	998.4736	998.65045	1000.36945	999.0185	
5175	998.4467	998.65045	1000.36945	998.9786	
5176	998.4467	998.77606	1000.36945	998.9786	
5177	998.49866	998.77606	1000.3402	998.95624	
5178	998.49866	998.77606	1000.3402	998.95624	
5179	998.5167	998.63226	1000.3402	998.9766	
5180	998.5167	998.63226	1000.34235	998.9766	
5181	998.39276	998.63226	1000.34235	998.9766	
5182	998.39276	998.62317	1000.34235	998.9813	
5183	998.39276	998.62317	1000.3541	998.9813	
5184	998.4461	998.62317	1000.3541	998.8113	
5185	998.4461	998.6551	1000.3541	998.8113	
5186	998.46075	998.6551	1000.3533	998.874	
5187	998.46075	998.6551	1000.3533	998.874	
5188	998.425	998.663	1000.28754	998.9251	
5189	998.425	998.663	1000.28754	998.9251	
5190	998.425	998.663	1000.28754	998.9251	
5191	998.39935	998.65686	1000.3295	998.8459	
5192	998.39935	998.65686	1000.3295	998.8459	
5193	998.424	998.65686	1000.3295	998.85913	
5194	998.424	998.6443	1000.3412	998.85913	
5195	998.4121	998.6443	1000.3412	998.9626	
5196	998.4121	998.6443	1000.3412	998.9626	
5197	998.4121	998.61993	1000.41223	998.9626	
5198	998.4083	998.61993	1000.41223	998.9323	
5199	998.4083	998.61993	1000.41223	998.9323	
5200	998.4945	998.742	1000.3253	998.883	
5201	998.4945	998.742	1000.3253	998.883	
5202	998.5016	998.742	1000.3253	998.87885	
5203	998.5016	998.68933	1000.37604	998.87885	
5204	998.49274	998.68933	1000.37604	998.89954	
5205	998.49274	998.68933	1000.37604	998.89954	
5206	998.49274	998.57965	1000.31555	998.89954	
5207	998.49274	998.57965	1000.31555	998.8331	
5208	998.49274	998.57965	1000.31555	998.8331	
5209	998.49274	998.68567	1000.3544	998.92694	
5210	998.3977	998.68567	1000.3544	998.92694	
5211	998.3977	998.69366	1000.36847	998.9606	
5212	998.5223	998.69366	1000.36847	998.9606	
5213	998.5223	998.69366	1000.36847	998.9606	
5214	998.4918	998.69366	1000.3868	999.014	
5215	998.4918	998.7048	1000.3868	999.014	
5216	998.4918	998.7048	1000.3868	999.01526	
5217	998.46484	998.68176	1000.3352	999.01526	
5218	998.46484	998.68176	1000.3352	998.8331	
5219	998.51874	998.68176	1000.3352	998.8331	
5220	998.51874	998.68243	1000.3596	998.8331	
5221	998.5266	998.68243	1000.3596	998.9422	
5222	998.5266	998.68243	1000.3596	998.9422	
5223	998.5266	998.6443	1000.3681	998.98956	
5224	998.5428	998.6443	1000.3681	998.98956	
5225	998.5428	998.6443	1000.3681	998.963	
5226	998.44507	998.68616	1000.3224	998.963	
5227	998.44507	998.68616	1000.3224	998.9057	
5228	998.45166	998.68616	1000.3224	998.9057	
5229	998.45166	998.6242	1000.26483	998.9057	
5230	998.4595	998.6242	1000.26483	998.96466	
5231	998.4595	998.6242	1000.33453	998.96466	
5232	998.4595	998.7054	1000.33453	998.9331	
5233	998.4526	998.7054	1000.33453	998.9331	
5234	998.4526	998.7054	1000.2254	998.9375	
5235	998.45374	998.6469	1000.2254	998.9375	
5236	998.45374	998.6469	1000.2254	998.9375	
5237	998.45374	998.6469	1000.3013	998.9323	
5238	998.37445	998.6918	1000.3013	998.9323	
5239	998.37445	998.6918	1000.3013	999.0178	
5240	998.54535	998.6918	1000.2989	999.0178	
5241	998.54535	998.7258	1000.2989	998.96014	
5242	998.39355	998.7258	1000.2989	998.96014	
5243	998.39355	998.7258	1000.2664	998.96014	
5244	998.4603	998.6896	1000.2664	998.8546	
5245	998.4603	998.6896	1000.2664	998.8546	
5246	998.5075	998.6896	1000.34625	998.85876	
5247	998.5075	998.6201	1000.34625	998.85876	
5248	998.5075	998.6201	1000.34625	998.90375	
5249	998.43677	998.6201	1000.3245	998.90375	
5250	998.43677	998.719	1000.3245	998.9222	
5251	998.4348	998.719	1000.37286	998.9222	
5252	998.4348	998.719	1000.37286	998.9222	
5253	998.45355	998.7305	1000.37286	999.0293	
5254	998.45355	998.7305	1000.3884	999.0293	
5255	998.45355	998.7305	1000.3884	998.93915	
5256	998.41626	998.7305	1000.3884	998.93915	
5257	998.41626	998.7305	1000.3757	998.95917	
5258	998.48724	998.7305	1000.3757	998.95917	
5259	998.48724	998.6736	1000.3757	998.95917	
5260	998.4396	998.6736	1000.3964	998.90643	
5261	998.4396	998.6736	1000.3964	998.90643	
5262	998.4396	998.6992	1000.3964	998.874	
5263	998.481	998.6992	1000.4165	998.874	
5264	998.481	998.6992	1000.4165	999.00116	
5265	998.5046	998.7229	1000.4165	999.00116	
5266	998.5046	998.7229	1000.3737	998.9242	
5267	998.49567	998.7229	1000.3737	998.9242	
5268	998.49567	998.7015	1000.3737	998.9242	
5269	998.5256	998.7015	1000.3147	998.92993	
5270	998.5256	998.7015	1000.3147	998.92993	
5271	998.5256	998.70734	1000.3289	998.8938	
5272	998.52655	998.70734	1000.3289	998.8938	
5273	998.52655	998.70734	1000.3289	998.9003	
5274	998.5421	998.7222	1000.3687	998.9003	
5275	998.5421	998.7222	1000.3687	998.9003	
5276	998.49347	998.7222	1000.3687	998.89496	
5277	998.49347	998.5663	1000.364	998.89496	
5278	998.49347	998.5663	1000.364	998.9278	
5279	998.4982	998.5663	1000.364	998.9278	
5280	998.4982	998.68744	1000.3447	998.97107	
5281	998.40674	998.68744	1000.3447	998.97107	
5282	998.40674	998.68744	1000.3447	998.9115	
5283	998.5216	998.70514	1000.2598	998.9115	
5284	998.5216	998.70514	1000.2598	998.9115	
5285	998.48627	998.70514	1000.2598	998.93665	
5286	998.48627	998.67017	1000.22766	998.93665	
5287	998.48627	998.67017	1000.22766	998.9057	
5288	998.46484	998.67017	1000.22766	998.9057	
5289	998.46484	998.6953	1000.3323	998.8686	
5290	998.44904	998.6953	1000.3323	998.8686	
5291	998.44904	998.6953	1000.3624	998.8686	
5292	998.43677	998.73975	1000.3624	998.88904	
5293	998.43677	998.73975	1000.3624	998.88904	
5294	998.43677	998.73975	1000.32294	998.8652	
5295	998.4854	998.6155	1000.32294	998.8652	
5296	998.4854	998.6155	1000.32294	998.93884	
5297	998.529	998.6155	1000.2875	998.93884	
5298	998.529	998.7032	1000.2875	998.93884	
5299	998.5162	998.7032	1000.2875	998.9572	
5300	998.5162	998.7032	1000.4073	998.9572	
5301	998.5162	998.7156	1000.4073	998.86285	
5302	998.5009	998.7156	1000.4073	998.86285	
5303	998.5009	998.7156	1000.31055	998.9775	
5304	998.52716	998.69824	1000.31055	998.9775	
5305	998.52716	998.69824	1000.31055	998.9775	
5306	998.5973	998.69824	1000.34564	998.9313	
5307	998.5973	998.7517	1000.34564	998.9313	
5308	998.59863	998.7517	1000.34564	998.87994	
5309	998.59863	998.7517	1000.3099	998.87994	
5310	998.59863	998.64984	1000.3099	998.9044	
