time, pressure1, pressure2, pressure3, pressure4, pressure5, button, forceSensor
2020-08-19T18:01:33.0185,1115.0436,1005.99524,1007.4067,1526.8524,1007.16785,0,834.0
2020-08-19T18:01:33.0202,1115.0338,1005.99524,1007.4067,1526.8524,1007.16785,0,834.0
2020-08-19T18:01:33.0219,1115.0338,1005.99524,1007.4067,1526.8524,1007.16785,0,832.0
2020-08-19T18:01:33.0235,1115.0338,1005.99524,1007.4067,1526.8524,1007.16785,0,833.0
2020-08-19T18:01:33.0253,1114.9397,1005.99524,1007.4067,1526.8524,1007.16785,0,833.0
2020-08-19T18:01:33.0270,1114.9397,1005.99524,1007.4067,1526.8524,1007.16785,0,830.0
2020-08-19T18:01:33.0286,1115.0835,1005.99524,1007.4067,1526.8524,1007.16785,0,826.0
2020-08-19T18:01:33.0303,1115.0835,1005.99524,1007.4067,1526.8524,1007.16785,0,826.0
2020-08-19T18:01:33.0319,1115.0835,1005.99524,1007.4067,1526.8524,1007.16785,0,818.0
2020-08-19T18:01:33.0336,1114.6971,1005.99524,1007.4067,1526.8524,1007.16785,0,814.0
2020-08-19T18:01:33.0353,1114.6971,1005.99524,1007.4067,1526.8524,1007.16785,0,814.0
2020-08-19T18:01:33.0369,1115.225,1005.99524,1007.4067,1526.8524,1007.16785,0,805.0
2020-08-19T18:01:33.0385,1115.225,1005.99524,1007.4067,1526.8524,1007.16785,0,805.0
2020-08-19T18:01:33.0402,1115.0991,1005.99524,1007.4067,1526.8524,1007.16785,0,805.0
2020-08-19T18:01:33.0419,1115.0991,1005.99524,1007.4067,1526.8524,1007.16785,0,807.0
2020-08-19T18:01:33.0435,1115.0991,1005.99524,1007.4067,1526.8524,1007.16785,0,805.0
2020-08-19T18:01:33.0452,1115.0503,1005.99524,1007.4067,1526.8524,1007.16785,0,805.0
2020-08-19T18:01:33.0469,1115.0503,1005.99524,1007.4067,1526.8524,1007.16785,0,808.0
2020-08-19T18:01:33.0486,1115.2415,1005.99524,1007.4067,1526.8524,1007.16785,0,803.0
2020-08-19T18:01:33.0501,1115.2415,1005.99524,1007.4067,1526.8524,1007.16785,0,803.0
2020-08-19T18:01:33.0519,1115.2415,1005.99524,1007.4067,1526.8524,1007.16785,0,801.0
2020-08-19T18:01:33.0535,1115.3083,1005.99524,1007.4067,1526.8524,1007.16785,0,801.0
2020-08-19T18:01:33.0552,1115.3083,1005.99524,1007.4067,1526.8524,1007.16785,0,804.0
2020-08-19T18:01:33.0568,1115.3593,1005.99524,1007.4067,1526.8524,1007.16785,0,797.0
2020-08-19T18:01:33.0586,1115.3593,1005.99524,1007.4067,1526.8524,1007.16785,0,801.0
2020-08-19T18:01:33.0603,1115.3412,1005.99524,1007.4067,1526.8524,1007.16785,0,801.0
2020-08-19T18:01:33.0619,1115.3412,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0635,1115.3412,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0651,1115.4983,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0669,1115.4983,1005.99524,1007.4067,1526.8524,1007.16785,0,799.0
2020-08-19T18:01:33.0684,1115.3226,1005.99524,1007.4067,1526.8524,1007.16785,0,791.0
2020-08-19T18:01:33.0702,1115.3226,1005.99524,1007.4067,1526.8524,1007.16785,0,791.0
2020-08-19T18:01:33.0719,1115.3226,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0736,1115.3226,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0752,1115.3286,1005.99524,1007.4067,1526.8524,1007.16785,0,784.0
2020-08-19T18:01:33.0769,1115.4297,1005.99524,1007.4067,1526.8524,1007.16785,0,790.0
2020-08-19T18:01:33.0786,1115.4297,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0801,1115.4297,1005.99524,1007.4067,1526.8524,1007.16785,0,796.0
2020-08-19T18:01:33.0819,1115.4365,1005.99524,1007.4067,1526.8524,1007.16785,0,793.0
2020-08-19T18:01:33.0836,1115.4365,1005.99524,1007.4067,1526.8524,1007.16785,0,797.0
2020-08-19T18:01:33.0851,1115.6449,1005.99524,1007.4067,1526.8524,1007.16785,0,797.0
2020-08-19T18:01:33.0869,1115.6449,1005.99524,1007.4067,1526.8524,1007.16785,0,801.0
2020-08-19T18:01:33.0886,1115.82,1005.99524,1007.4067,1526.8524,1007.16785,0,793.0
2020-08-19T18:01:33.0903,1115.82,1005.99524,1007.4067,1526.8524,1007.16785,0,793.0
2020-08-19T18:01:33.0919,1115.82,1005.99524,1007.4067,1526.8524,1007.16785,0,793.0
2020-08-19T18:01:33.0934,1116.0142,1005.99524,1007.4067,1526.8524,1007.16785,0,798.0
2020-08-19T18:01:33.0953,1116.0142,1005.99524,1007.4067,1526.8524,1007.16785,0,798.0
2020-08-19T18:01:33.0969,1116.0142,1005.99524,1007.4067,1526.8524,1007.16785,0,807.0
2020-08-19T18:01:33.0986,1116.279,1005.99524,1007.4067,1526.8524,1007.16785,0,810.0
2020-08-19T18:01:34.0001,1116.279,1005.99524,1007.4067,1526.8524,1007.16785,0,810.0
2020-08-19T18:01:34.0018,1116.348,1005.99524,1007.4067,1526.8524,1007.16785,0,807.0
2020-08-19T18:01:34.0034,1116.348,1005.99524,1007.4067,1526.8524,1007.16785,0,808.0
2020-08-19T18:01:34.0052,1116.4532,1005.99524,1007.4067,1526.8524,1007.16785,0,808.0
