time, pressure1, pressure2, pressure3, pressure4, pressure5, button, forceSensor
2020-08-20T14:28:00.0229,1006.99774,958.2644,1013.1644,1006.4026,825.7171,0,478.0
2020-08-20T14:28:00.0246,1006.99774,958.2644,1013.75757,1006.39465,825.6896,0,485.0
2020-08-20T14:28:00.0262,1006.99774,958.2984,1013.75757,1006.39465,825.6896,0,485.0
2020-08-20T14:28:00.0278,1007.001,958.2984,1013.2044,1006.49005,825.6896,0,484.0
2020-08-20T14:28:00.0296,1007.001,958.3329,1013.2044,1006.49005,825.84546,0,484.0
2020-08-20T14:28:00.0312,1006.9688,958.3329,1013.2044,1006.30054,825.84546,0,484.0
2020-08-20T14:28:00.0329,1006.9688,958.3329,1013.32043,1006.30054,825.78815,0,481.0
2020-08-20T14:28:00.0346,1006.9688,958.3758,1013.32043,1006.30054,825.78815,0,475.0
2020-08-20T14:28:00.0363,1007.04193,958.3758,1013.3352,1006.21875,825.81573,0,475.0
2020-08-20T14:28:00.0379,1007.04193,958.43866,1013.3352,1006.21875,825.81573,0,471.0
2020-08-20T14:28:00.0396,1006.9779,958.43866,1013.4444,1006.1129,825.80786,0,460.0
2020-08-20T14:28:00.0412,1006.9779,958.43445,1013.4444,1006.1129,825.80786,0,460.0
2020-08-20T14:28:00.0429,1007.0887,958.43445,1013.53265,1006.1129,825.80786,0,464.0
2020-08-20T14:28:00.0445,1007.0887,958.43445,1013.53265,1006.0925,825.8054,0,446.0
2020-08-20T14:28:00.0461,1007.0887,958.4203,1013.53265,1006.0925,825.8054,0,446.0
2020-08-20T14:28:00.0478,1007.08136,958.4203,1013.57654,1006.13525,825.9392,0,443.0
2020-08-20T14:28:00.0495,1007.08136,958.365,1013.57654,1006.13525,825.9392,0,435.0
2020-08-20T14:28:00.0513,1007.1136,958.365,1013.57935,1006.0663,825.8409,0,435.0
2020-08-20T14:28:00.0530,1007.1136,958.365,1013.57935,1006.0663,825.8409,0,436.0
2020-08-20T14:28:00.0545,1007.0433,958.3271,1013.11426,1006.0663,825.8507,0,428.0
2020-08-20T14:28:00.0562,1007.0433,958.3271,1013.11426,1005.862,825.8507,0,428.0
2020-08-20T14:28:00.0580,1007.0433,958.2201,1013.11426,1005.862,825.8507,0,419.0
