time, pressure1, pressure2, pressure3, pressure4, pressure5, button, forceSensor
2020-08-20T13:10:07.0675,1007.6711,1009.1886,1013.8231,1013.9697,1013.00397,0,437.0
2020-08-20T13:10:07.0690,1007.6711,1009.31934,1013.73737,1013.9697,1013.1855,0,437.0
2020-08-20T13:10:07.0707,1007.6711,1009.31934,1013.73737,1013.9964,1013.1855,0,437.0
2020-08-20T13:10:07.0724,1007.6558,1009.31934,1013.73737,1013.9964,1013.1138,0,447.0
2020-08-20T13:10:07.0740,1007.6558,1009.2638,1013.8966,1013.9964,1013.1138,0,447.0
2020-08-20T13:10:07.0756,1007.66583,1009.2638,1013.8966,1013.7318,1013.05084,0,456.0
2020-08-20T13:10:07.0774,1007.66583,1009.2638,1013.8966,1013.7318,1013.05084,0,456.0
2020-08-20T13:10:07.0790,1007.66583,1009.2526,1013.8685,1013.4007,1013.05084,0,469.0
2020-08-20T13:10:07.0807,1007.68915,1009.2526,1013.76306,1013.4007,1013.0144,0,466.0
2020-08-20T13:10:07.0823,1007.68915,1009.3789,1013.76306,1013.4007,1013.0144,0,474.0
2020-08-20T13:10:07.0841,1007.5716,1009.3789,1013.51855,1013.3807,1012.8411,0,474.0
2020-08-20T13:10:07.0857,1007.5716,1009.3895,1013.51855,1013.3807,1012.8411,0,473.0
2020-08-20T13:10:07.0874,1007.61847,1009.3895,1013.51855,1012.9207,1012.8154,0,480.0
2020-08-20T13:10:07.0891,1007.61847,1009.3588,1013.25146,1012.9207,1012.8154,0,480.0
2020-08-20T13:10:07.0907,1007.61847,1009.3588,1013.25146,1012.9207,1012.8154,0,478.0
2020-08-20T13:10:07.0923,1007.6286,1009.3588,1012.79944,1012.20825,1012.2994,0,478.0
2020-08-20T13:10:07.0941,1007.6286,1009.01575,1012.79944,1012.20825,1012.2994,0,480.0
2020-08-20T13:10:07.0957,1007.6325,1009.01575,1012.5278,1011.5901,1012.141,0,479.0
2020-08-20T13:10:07.0974,1007.6325,1008.8792,1012.5278,1011.5901,1012.141,0,473.0
2020-08-20T13:10:07.0991,1007.7095,1008.8792,1012.2688,1011.1575,1011.96063,0,473.0
2020-08-20T13:10:08.0008,1007.7095,1008.8512,1012.2688,1011.1575,1011.96063,0,466.0
2020-08-20T13:10:08.0025,1007.575,1008.8512,1012.14575,1010.5759,1011.69934,0,452.0
2020-08-20T13:10:08.0040,1007.575,1008.8512,1012.14575,1010.5759,1011.69934,0,452.0
2020-08-20T13:10:08.0057,1007.575,1008.71356,1012.14575,1010.5759,1011.59534,0,444.0
2020-08-20T13:10:08.0073,1007.62585,1008.71356,1011.9054,1010.261,1011.59534,0,438.0
2020-08-20T13:10:08.0093,1007.62585,1008.5005,1011.9054,1010.261,1011.4459,0,420.0
2020-08-20T13:10:08.0107,1007.59314,1008.5005,1011.685,1009.95624,1011.4459,0,420.0
2020-08-20T13:10:08.0123,1007.59314,1008.396,1011.685,1009.95624,1011.20447,0,418.0
2020-08-20T13:10:08.0141,1007.627,1008.396,1011.4843,1009.70874,1011.20447,0,418.0
2020-08-20T13:10:08.0157,1007.627,1008.396,1011.4843,1009.70874,1011.20447,0,403.0
2020-08-20T13:10:08.0174,1007.627,1008.40826,1011.4843,1009.70874,1011.04803,0,403.0
2020-08-20T13:10:08.0191,1007.5802,1008.40826,1011.359,1009.5271,1011.04803,0,406.0
2020-08-20T13:10:08.0207,1007.5802,1008.361,1011.2081,1009.5271,1010.6331,0,412.0
2020-08-20T13:10:08.0224,1007.63477,1008.361,1011.2081,1009.1576,1010.6331,0,394.0
2020-08-20T13:10:08.0241,1007.63477,1008.3128,1011.2081,1009.1576,1010.39966,0,394.0
2020-08-20T13:10:08.0257,1007.61896,1008.3128,1011.02014,1008.7437,1010.39966,0,388.0
2020-08-20T13:10:08.0273,1007.61896,1008.3128,1011.02014,1008.7437,1010.24347,0,389.0
2020-08-20T13:10:08.0291,1007.61896,1008.21857,1010.87085,1008.5761,1010.24347,0,391.0
2020-08-20T13:10:08.0308,1007.6357,1008.21857,1010.87085,1008.5761,1010.0598,0,391.0
2020-08-20T13:10:08.0325,1007.6357,1008.12427,1010.79364,1008.5761,1010.0598,0,396.0
2020-08-20T13:10:08.0341,1007.61145,1008.12427,1010.79364,1008.47107,1009.7824,0,398.0
2020-08-20T13:10:08.0357,1007.61145,1008.05524,1010.84894,1008.47107,1009.7824,0,398.0
2020-08-20T13:10:08.0374,1007.6035,1008.05524,1010.84894,1008.3245,1009.7824,0,390.0
2020-08-20T13:10:08.0391,1007.6035,1008.0248,1010.77625,1008.3245,1009.7572,0,390.0
2020-08-20T13:10:08.0406,1007.6035,1008.0248,1010.77625,1008.3261,1009.7572,0,401.0
2020-08-20T13:10:08.0422,1007.6722,1008.0248,1010.7345,1008.3261,1009.5949,0,395.0
2020-08-20T13:10:08.0441,1007.6722,1007.9379,1010.7345,1008.22845,1009.5949,0,394.0
2020-08-20T13:10:08.0457,1007.564,1007.9379,1010.7345,1008.22845,1009.40466,0,394.0
2020-08-20T13:10:08.0474,1007.564,1008.0028,1010.6201,1008.22845,1009.40466,0,399.0
2020-08-20T13:10:08.0491,1007.59393,1008.0028,1010.6201,1008.2323,1009.29913,0,403.0
2020-08-20T13:10:08.0508,1007.59393,1007.92676,1010.7768,1008.2323,1009.29913,0,403.0
2020-08-20T13:10:08.0524,1007.61566,1007.92676,1010.7768,1008.2106,1009.25903,0,413.0
2020-08-20T13:10:08.0541,1007.61566,1008.0263,1010.9208,1008.2106,1009.25903,0,404.0
2020-08-20T13:10:08.0558,1007.61566,1008.0263,1010.9208,1008.26306,1009.2711,0,404.0
2020-08-20T13:10:08.0573,1007.6446,1008.0263,1010.8351,1008.26306,1009.2711,0,409.0
2020-08-20T13:10:08.0590,1007.6446,1007.9243,1010.8351,1008.26306,1009.2711,0,408.0
2020-08-20T13:10:08.0607,1007.6387,1007.9243,1010.9308,1008.25696,1009.25195,0,408.0
2020-08-20T13:10:08.0623,1007.6387,1007.9258,1010.9308,1008.25696,1009.25195,0,404.0
2020-08-20T13:10:08.0640,1007.52637,1007.9258,1010.95044,1008.1996,1009.3453,0,408.0
2020-08-20T13:10:08.0657,1007.52637,1007.9871,1010.95044,1008.1996,1009.3453,0,408.0
2020-08-20T13:10:08.0673,1007.52637,1007.9871,1010.95044,1008.33154,1009.32245,1,399.0
2020-08-20T13:10:08.0691,1007.5999,1007.9871,1010.988,1008.33154,1009.32245,1,403.0
2020-08-20T13:10:08.0708,1007.5999,1007.9199,1010.988,1008.3998,1009.44836,1,403.0
2020-08-20T13:10:08.0723,1007.6439,1007.9199,1011.0656,1008.3998,1009.44836,1,396.0
2020-08-20T13:10:08.0741,1007.6439,1007.9199,1011.0656,1008.3998,1009.44836,1,396.0
2020-08-20T13:10:08.0757,1007.6553,1008.04553,1011.20215,1008.5487,1009.5256,1,393.0
2020-08-20T13:10:08.0775,1007.6553,1008.03204,1011.20215,1008.5487,1009.4953,1,391.0
2020-08-20T13:10:08.0791,1007.61536,1008.03204,1011.1378,1008.49023,1009.4953,1,391.0
2020-08-20T13:10:08.0806,1007.61536,1008.03204,1011.1378,1008.49023,1009.4953,1,391.0
2020-08-20T13:10:08.0824,1007.61536,1008.01324,1011.2151,1008.5054,1009.67175,1,397.0
2020-08-20T13:10:08.0841,1007.564,1008.01324,1011.2151,1008.5054,1009.67175,1,401.0
2020-08-20T13:10:08.0858,1007.564,1008.174,1011.2396,1008.5054,1009.68005,1,401.0
2020-08-20T13:10:08.0875,1007.6243,1008.174,1011.2396,1008.7592,1009.68005,1,404.0
2020-08-20T13:10:08.0890,1007.6243,1008.21075,1011.2396,1008.7592,1009.67633,1,409.0
2020-08-20T13:10:08.0908,1007.5731,1008.21075,1011.39886,1008.68317,1009.67633,1,409.0
2020-08-20T13:10:08.0924,1007.5731,1008.3,1011.39886,1008.68317,1009.76855,1,405.0
2020-08-20T13:10:08.0940,1007.5731,1008.3,1011.5229,1008.81635,1009.76855,1,412.0
2020-08-20T13:10:08.0957,1007.65,1008.3,1011.5229,1008.81635,1009.76855,1,412.0
2020-08-20T13:10:08.0974,1007.65,1008.2615,1011.3935,1008.81635,1009.82635,1,416.0
2020-08-20T13:10:08.0990,1007.6381,1008.2615,1011.3935,1008.9176,1009.82635,1,422.0
2020-08-20T13:10:09.0008,1007.6381,1008.3786,1011.38385,1008.9176,1009.90234,1,422.0
2020-08-20T13:10:09.0023,1007.66724,1008.3786,1011.38385,1009.1047,1009.90234,1,429.0
2020-08-20T13:10:09.0040,1007.66724,1008.5217,1011.37524,1009.1047,1009.9697,1,427.0
2020-08-20T13:10:09.0057,1007.5852,1008.5217,1011.37524,1009.22876,1009.9697,1,427.0
2020-08-20T13:10:09.0073,1007.5852,1008.5217,1011.37524,1009.22876,1010.0458,1,425.0
2020-08-20T13:10:09.0090,1007.5852,1008.44824,1011.3715,1009.22876,1010.0458,1,428.0
2020-08-20T13:10:09.0107,1007.6201,1008.44824,1011.3715,1009.2941,1010.137,1,428.0
2020-08-20T13:10:09.0123,1007.6201,1008.5352,1011.3535,1009.2941,1010.137,1,427.0
2020-08-20T13:10:09.0141,1007.61926,1008.5352,1011.3535,1009.3793,1010.0919,1,430.0
2020-08-20T13:10:09.0156,1007.61926,1008.62726,1011.4005,1009.3793,1010.0919,1,430.0
2020-08-20T13:10:09.0175,1007.66583,1008.62726,1011.4005,1009.6405,1010.2336,1,430.0
2020-08-20T13:10:09.0192,1007.66583,1008.62726,1011.3966,1009.6405,1010.2336,1,436.0
2020-08-20T13:10:09.0207,1007.66583,1008.77655,1011.3966,1009.6405,1010.2336,1,436.0
2020-08-20T13:10:09.0225,1007.5617,1008.77655,1011.2982,1009.7123,1010.168,1,433.0
2020-08-20T13:10:09.0240,1007.5617,1008.88434,1011.2982,1009.7123,1010.168,1,436.0
2020-08-20T13:10:09.0257,1007.61176,1008.88434,1011.3298,1009.87335,1010.26697,1,436.0
2020-08-20T13:10:09.0273,1007.61176,1008.935,1011.3298,1009.87335,1010.26697,1,435.0
2020-08-20T13:10:09.0290,1007.5556,1008.935,1011.3298,1009.9941,1010.45197,1,431.0
2020-08-20T13:10:09.0313,1007.5556,1009.01965,1011.369,1009.9941,1010.45197,1,437.0
2020-08-20T13:10:09.0329,1007.5494,1009.01965,1011.5339,1010.1491,1010.435,1,437.0
2020-08-20T13:10:09.0347,1007.5494,1009.23865,1011.5339,1010.1491,1010.435,1,444.0
2020-08-20T13:10:09.0363,1007.64935,1009.23865,1011.5339,1010.37683,1010.5442,1,440.0
2020-08-20T13:10:09.0380,1007.64935,1009.23865,1011.5596,1010.37683,1010.5442,1,440.0
2020-08-20T13:10:09.0397,1007.64935,1009.37616,1011.5596,1010.37683,1010.5763,1,447.0
2020-08-20T13:10:09.0414,1007.5371,1009.37616,1011.5295,1010.52423,1010.5763,1,445.0
2020-08-20T13:10:09.0431,1007.5371,1009.3491,1011.5295,1010.52423,1010.63293,1,445.0
2020-08-20T13:10:09.0448,1007.6449,1009.3491,1011.7225,1010.6141,1010.63293,1,441.0
2020-08-20T13:10:09.0464,1007.6449,1009.4968,1011.7225,1010.6141,1010.76654,1,450.0
2020-08-20T13:10:09.0481,1007.6449,1009.4968,1011.7225,1010.6141,1010.76654,1,450.0
2020-08-20T13:10:09.0497,1007.506,1009.4968,1011.6439,1010.6576,1010.76654,1,453.0
2020-08-20T13:10:09.0514,1007.616,1009.6803,1011.699,1010.8068,1010.7722,1,447.0
2020-08-20T13:10:09.0531,1007.616,1009.6803,1011.699,1010.8068,1010.7722,1,447.0
2020-08-20T13:10:09.0546,1007.616,1009.7832,1011.9667,1010.8068,1010.874,1,450.0
2020-08-20T13:10:09.0563,1007.5453,1009.7832,1011.9667,1010.9925,1010.874,1,448.0
2020-08-20T13:10:09.0580,1007.5453,1010.0217,1011.9667,1010.9925,1011.0526,1,448.0
2020-08-20T13:10:09.0596,1007.59296,1010.0217,1012.03217,1011.251,1011.0526,1,450.0
2020-08-20T13:10:09.0613,1007.59296,1010.10486,1012.03217,1011.251,1011.19824,1,455.0
2020-08-20T13:10:09.0630,1007.5993,1010.10486,1012.02057,1011.488,1011.19824,1,455.0
2020-08-20T13:10:09.0646,1007.5993,1010.10486,1012.02057,1011.488,1011.29755,1,451.0
2020-08-20T13:10:09.0663,1007.5993,1010.23047,1012.03217,1011.488,1011.29755,1,457.0
2020-08-20T13:10:09.0680,1007.5786,1010.23047,1012.03217,1011.46173,1011.3818,1,457.0
2020-08-20T13:10:09.0697,1007.5786,1010.3103,1012.14026,1011.46173,1011.3818,1,455.0
2020-08-20T13:10:09.0713,1007.58154,1010.3103,1012.14026,1011.6701,1011.3818,1,450.0
2020-08-20T13:10:09.0730,1007.58154,1010.3288,1012.132,1011.6701,1011.4252,1,450.0
2020-08-20T13:10:09.0747,1007.62634,1010.3288,1012.132,1011.78906,1011.4252,1,461.0
2020-08-20T13:10:09.0763,1007.62634,1010.3288,1012.24005,1011.78906,1011.6184,1,460.0
2020-08-20T13:10:09.0781,1007.62634,1010.3797,1012.24005,1011.78906,1011.6184,1,460.0
2020-08-20T13:10:09.0797,1007.60944,1010.3797,1012.24005,1011.84143,1011.5349,1,456.0
2020-08-20T13:10:09.0814,1007.60944,1010.4215,1012.1615,1011.84143,1011.5349,1,453.0
2020-08-20T13:10:09.0830,1007.6131,1010.4215,1012.1615,1011.8233,1011.5353,1,453.0
2020-08-20T13:10:09.0846,1007.6131,1010.2789,1012.038,1011.8233,1011.5353,1,449.0
2020-08-20T13:10:09.0863,1007.5852,1010.2789,1012.038,1011.7716,1011.41626,1,451.0
2020-08-20T13:10:09.0880,1007.5852,1010.2789,1011.7355,1011.7716,1011.41626,1,451.0
2020-08-20T13:10:09.0896,1007.5852,1010.0779,1011.7355,1011.46436,1011.1184,1,454.0
2020-08-20T13:10:09.0913,1007.5404,1010.0779,1011.3825,1011.46436,1011.1184,1,437.0
2020-08-20T13:10:09.0930,1007.5404,1009.7669,1011.3825,1011.46436,1011.1184,1,423.0
2020-08-20T13:10:09.0947,1007.59937,1009.7669,1011.04895,1010.99884,1010.89276,1,423.0
2020-08-20T13:10:09.0963,1007.59937,1009.30304,1011.04895,1010.99884,1010.89276,1,420.0
2020-08-20T13:10:09.0979,1007.5731,1009.30304,1011.04895,1010.52997,1010.68506,1,420.0
2020-08-20T13:10:09.0997,1007.5731,1008.8489,1010.65424,1010.52997,1010.68506,1,420.0
2020-08-20T13:10:10.0013,1007.55035,1008.8489,1010.65424,1010.12445,1010.4654,0,411.0
2020-08-20T13:10:10.0030,1007.55035,1008.8489,1010.6255,1010.12445,1010.4654,0,410.0
2020-08-20T13:10:10.0047,1007.55035,1008.6062,1010.6255,1009.82086,1010.26416,0,410.0
2020-08-20T13:10:10.0063,1007.6412,1008.6062,1010.45496,1009.82086,1010.26416,0,413.0
2020-08-20T13:10:10.0080,1007.6412,1008.52606,1010.45496,1009.82086,1010.24976,0,413.0
2020-08-20T13:10:10.0097,1007.612,1008.52606,1010.511,1009.71436,1010.24976,0,413.0
2020-08-20T13:10:10.0113,1007.612,1008.3821,1010.511,1009.71436,1010.24976,0,417.0
2020-08-20T13:10:10.0129,1007.5871,1008.3821,1010.4603,1009.63275,1010.2272,0,424.0
2020-08-20T13:10:10.0147,1007.5871,1008.3821,1010.4603,1009.63275,1010.2272,0,424.0
2020-08-20T13:10:10.0163,1007.5871,1008.4672,1010.53625,1009.43384,1010.1791,0,426.0
2020-08-20T13:10:10.0179,1007.53827,1008.4672,1010.53625,1009.43384,1010.1791,0,424.0
2020-08-20T13:10:10.0196,1007.53827,1008.3309,1010.53625,1009.43384,1010.1845,0,424.0
2020-08-20T13:10:10.0213,1007.6055,1008.3309,1010.55164,1009.2362,1010.1845,0,420.0
2020-08-20T13:10:10.0229,1007.6055,1008.20825,1010.55164,1009.2362,1010.0898,0,432.0
2020-08-20T13:10:10.0246,1007.57605,1008.20825,1010.3083,1009.1073,1010.0898,0,432.0
2020-08-20T13:10:10.0263,1007.57605,1008.0998,1010.3083,1009.1073,1010.03845,0,426.0
2020-08-20T13:10:10.0280,1007.69324,1008.0998,1010.30536,1009.0121,1010.03845,0,427.0
